goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id
1,2,0,14,43.75,5,38.46,2,50.0,5,0,75.32,19,42.22,251,7,12,7,13,0,0,0,7,0,0,0,0,0,19,1,58,3,2,66.67,1,50.0,1,1,0,1,8,2,2,12.5,1,0,1.46,0,0,0,Danylo Sikan,Trabzonspor,945479,3051
1,0,0,5,22.73,1,20.0,3,33.33,0,0,81.82,6,22.22,212,2,6,3,7,0,0,0,4,0,0,0,0,0,9,0,36,1,0,0.0,3,75.0,1,0,3,1,4,1,0,25.0,0,2,0.95,0,0,0,Dal Varešanović,Gençlerbirliği,979109,7802
0,1,0,8,61.54,0,0.0,2,66.67,1,1,84.51,8,47.06,163,5,2,0,7,0,0,0,4,1,0,0,0,0,17,1,60,3,2,22.22,4,50.0,2,3,2,0,1,1,0,0.0,0,0,0.03,0,0,0,Nurettin Korkmaz,Kayserispor,976993,3072
0,0,0,0,0.0,0,0.0,0,0.0,0,0,57.14,0,0.0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0.0,1,50.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Mateusz Wieteska,Kocaelispor,286087,3065
0,0,0,0,0.0,0,0.0,0,0.0,0,0,33.33,0,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Baran Ali Gezek,Eyüpspor,1215110,7040
0,1,0,1,33.33,1,33.33,0,0.0,0,0,100.0,2,33.33,15,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Metehan Altunbaş,Eyüpspor,957798,7040
0,2,0,42,43.3,6,22.22,8,24.24,15,0,81.01,48,38.71,1288,19,10,9,17,0,0,0,18,1,0,0,0,0,68,1,273,8,8,25.0,8,34.78,9,23,11,5,22,6,5,0.0,0,4,1.77,0,0,0,Serdar Gürler,Eyüpspor,96520,7040
0,0,0,5,33.33,7,63.64,0,0.0,1,0,73.53,12,46.15,165,4,4,2,2,0,0,0,2,0,0,0,0,0,9,0,25,1,0,0.0,1,100.0,0,1,1,1,5,1,0,0.0,1,0,0.56,0,0,0,Andraž Šporar,Alanyaspor,166987,6362
0,0,0,8,38.1,1,33.33,1,20.0,3,0,75.79,9,37.5,539,4,8,1,12,0,0,0,11,1,0,0,0,0,34,0,72,5,0,0.0,2,66.67,0,4,0,0,5,2,0,0.0,0,5,0.26,0,0,0,Andre Gray,Fatih Karagümrük,73951,4954
0,0,0,2,40.0,1,33.33,0,0.0,1,0,0.0,3,37.5,29,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,1,1,1,0,0,0.0,0,0,0.23,0,0,0,Furkan Ayaz,Gençlerbirliği,2216422,7802
0,0,0,3,42.86,1,33.33,1,100.0,2,0,78.72,4,40.0,113,0,2,1,8,0,0,0,3,0,0,0,0,0,12,1,37,2,2,28.57,1,50.0,0,0,1,0,1,0,0,0.0,0,0,0.04,0,0,0,Soner Aydoğdu,Samsunspor,69351,3053
0,0,0,3,60.0,0,0.0,1,50.0,1,0,76.92,3,60.0,30,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,1,0,0.0,0,0.0,0,0,1,0,1,0,0,0.0,0,0,0.04,0,0,0,Ömer Faruk Beyaz,Başakşehir FK,1022881,3086
0,0,0,4,44.44,0,0.0,0,0.0,1,0,86.36,4,44.44,56,3,4,1,2,0,0,0,0,0,0,0,0,0,2,0,19,1,0,0.0,0,0.0,0,1,0,0,1,0,0,0.0,0,0,0.03,0,0,0,Batista Mendy,Trabzonspor,859021,3051
0,1,0,20,51.28,6,33.33,1,20.0,17,0,79.5,26,45.61,978,2,5,1,13,0,0,0,17,0,0,0,0,0,68,2,287,5,3,20.0,21,39.62,8,43,9,0,1,0,1,0.0,0,0,0.02,0,0,0,Matěj Hanousek,Gençlerbirliği,320905,7802
0,0,0,3,100.0,2,66.67,2,100.0,0,0,57.84,5,83.33,990,1,0,0,11,32,21,11,16,1,16,5,5,5,19,0,225,0,0,0.0,80,33.47,0,10,0,0,0,0,0,0.0,0,0,,2,2,0,Abdullah Yiğiter,Antalyaspor,827515,3056
0,3,0,31,32.98,6,50.0,13,38.24,15,0,77.4,37,34.91,570,3,16,12,16,0,0,0,7,1,0,0,0,0,57,1,137,8,5,15.15,9,81.82,5,3,14,0,22,2,9,0.0,0,1,0.71,0,0,0,Ali Yavuz Kol,Kasımpaşa,910091,6063
0,3,0,51,61.45,13,54.17,4,40.0,27,0,88.25,64,59.81,1437,23,14,4,17,0,0,0,27,3,0,0,0,0,77,0,443,6,2,14.29,24,51.06,5,44,9,0,4,1,1,0.0,0,0,0.22,0,2,0,Kenneth Paal,Antalyaspor,285997,3056
2,3,0,26,41.27,6,23.08,4,28.57,4,0,80.3,32,35.96,719,18,13,14,16,0,0,0,12,1,0,0,0,0,58,1,159,7,0,0.0,14,82.35,1,8,2,5,13,7,1,15.38,2,2,3.4,0,1,0,Umut Bozok,Eyüpspor,869839,7040
0,3,0,15,55.56,4,36.36,1,33.33,6,0,80.12,19,50.0,384,8,8,1,8,0,0,0,4,3,0,0,0,0,13,0,129,1,1,20.0,8,40.0,6,13,1,0,0,0,0,0.0,0,1,,0,0,0,Abdulsamet Burak,Kayserispor,900798,3072
0,1,0,7,38.89,0,0.0,2,50.0,3,0,79.31,7,36.84,96,2,5,2,5,0,0,0,2,0,0,0,0,0,8,0,23,1,0,0.0,0,0.0,0,2,2,0,1,0,1,0.0,0,1,0.03,0,0,0,Dilhan Demir,Gençlerbirliği,1512782,7802
1,0,1,10,35.71,12,54.55,1,33.33,0,0,62.22,22,44.0,341,9,11,4,7,0,0,0,4,0,0,0,0,0,10,1,28,3,0,0.0,0,0.0,1,4,1,1,5,1,2,20.0,0,0,1.36,0,0,0,Davie Selke,Başakşehir FK,187437,3086
0,1,0,0,0.0,1,50.0,0,0.0,0,0,60.0,1,33.33,33,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0.0,1,100.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Furkan Gedik,Kocaelispor,1129463,3065
0,0,0,4,50.0,0,0.0,0,0.0,3,0,85.71,4,44.44,34,1,1,0,5,0,0,0,0,0,0,0,0,0,4,0,6,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Kaan Akyazı,Konyaspor,1476229,3085
0,0,0,2,50.0,2,66.67,1,50.0,1,0,62.5,4,57.14,112,0,1,0,9,0,0,0,2,0,0,0,0,0,9,0,20,2,0,0.0,0,0.0,0,0,0,1,3,0,0,0.0,1,1,0.62,0,0,0,Melih Bostan,Konyaspor,1133195,3085
0,0,1,7,77.78,0,0.0,2,100.0,3,0,57.69,7,70.0,69,2,1,1,8,0,0,0,1,1,0,0,0,0,7,0,15,0,0,0.0,0,0.0,0,0,0,0,1,1,0,0.0,0,0,0.04,0,0,0,İsmail Köybaşı,Göztepe,43605,3054
0,1,0,8,50.0,4,25.0,1,25.0,2,0,78.57,12,37.5,180,6,4,1,10,0,0,0,3,0,0,0,0,0,13,0,33,0,0,0.0,0,0.0,0,2,1,0,3,1,0,0.0,0,0,0.17,0,0,0,Poyraz Efe Yıldırım,Antalyaspor,1195797,3056
0,1,0,1,14.29,3,75.0,0,0.0,1,0,86.49,4,36.36,81,1,4,0,2,0,0,0,2,0,0,0,0,0,5,0,32,0,0,0.0,1,25.0,4,2,3,0,0,0,0,0.0,0,0,,0,0,0,Necip Uysal,Beşiktaş JK,43394,3050
0,0,0,1,50.0,0,0.0,0,0.0,1,0,76.92,1,25.0,39,0,0,0,2,0,0,0,1,1,0,0,0,0,4,0,10,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ali Karimi,Kayserispor,803869,3072
0,1,0,0,0.0,1,100.0,0,0.0,0,0,33.33,1,50.0,20,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Salem Bouajila,Göztepe,2029551,3054
0,1,0,12,50.0,3,25.0,3,75.0,4,0,70.93,15,41.67,279,5,5,5,9,0,0,0,5,1,0,0,0,0,12,0,61,0,1,10.0,4,26.67,3,20,2,0,0,0,0,0.0,0,2,,0,1,0,Samet Karakoc,Antalyaspor,1148625,3056
0,1,0,14,43.75,1,14.29,3,50.0,3,0,67.16,15,38.46,324,8,8,5,8,0,0,0,10,0,0,0,0,0,17,0,45,4,2,22.22,0,0.0,4,3,2,1,4,2,1,0.0,0,2,0.39,0,0,0,João Camacho,Fatih Karagümrük,317677,4954
0,0,0,8,27.59,2,66.67,3,23.08,1,0,83.18,10,31.25,280,4,6,4,9,0,0,0,6,0,0,0,0,0,34,0,89,2,2,14.29,0,0.0,4,0,1,0,5,4,1,0.0,1,2,0.31,0,0,0,Meschack Elia,Alanyaspor,862078,6362
1,2,0,12,36.36,19,38.0,1,25.0,3,0,70.24,31,37.35,466,8,12,6,11,0,0,0,12,2,0,0,0,0,24,1,59,6,0,0.0,1,100.0,0,9,2,1,14,4,4,7.14,0,2,1.34,0,0,0,Emmanuel Boateng,Gaziantep FK,580392,5138
0,0,0,1,50.0,1,100.0,0,0.0,0,0,72.37,2,66.67,270,1,0,0,3,2,0,2,2,1,4,1,0,1,1,0,55,0,0,0.0,19,47.5,0,0,0,0,0,0,0,0.0,0,0,,1,0,0,İrfan Can Eğribayat,Fenerbahçe,594618,3052
0,0,0,6,50.0,4,66.67,3,75.0,3,0,85.22,10,55.56,157,0,1,1,3,0,0,0,5,1,0,0,0,0,10,0,98,0,0,0.0,7,36.84,3,7,3,0,1,0,0,0.0,0,0,0.04,0,0,0,Muzaffer Utku Eriş,Konyaspor,1981253,3085
0,1,0,3,100.0,0,0.0,0,0.0,0,0,51.56,3,100.0,360,3,0,0,4,7,5,2,7,1,4,0,1,0,3,0,66,0,0,0.0,28,31.46,0,3,0,0,0,0,0,0.0,0,0,,1,0,0,Gökhan Akkan,Gençlerbirliği,225012,7802
0,2,1,47,53.41,12,44.44,4,44.44,23,0,77.1,59,51.3,937,21,26,6,15,0,0,0,18,0,0,0,0,0,66,0,303,6,2,22.22,19,48.72,23,23,8,0,14,3,4,0.0,0,0,0.67,1,1,0,Marius Tresor Doh,Fatih Karagümrük,1907330,4954
0,1,0,39,48.75,13,34.21,7,29.17,16,0,70.37,52,44.07,1094,17,12,6,17,0,0,0,14,1,0,0,0,0,53,2,114,8,2,10.53,1,12.5,5,13,7,2,11,2,2,0.0,0,14,1.69,0,0,0,Mamadou Fall,Kasımpaşa,822228,6063
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,11,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Muhammed-Cham Saračević,Trabzonspor,958901,3051
0,0,0,1,33.33,1,33.33,0,0.0,1,0,83.33,2,33.33,68,0,2,0,1,0,0,0,1,1,0,0,0,0,1,0,10,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,,0,0,0,Daniel Popa,Gençlerbirliği,845165,7802
0,0,0,0,0.0,1,100.0,0,0.0,0,0,100.0,1,50.0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ebrima Ceesay,Samsunspor,2216420,3053
0,0,0,0,0.0,0,0.0,0,0.0,0,0,85.71,0,0.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Burhan Ersoy,Fatih Karagümrük,1640309,4954
0,0,0,0,0.0,0,0.0,0,0.0,0,0,37.5,0,0.0,45,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Mesut Can Tunalı,Kocaelispor,984742,3065
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Tuğbey Akgün,Fatih Karagümrük,1082393,4954
0,0,0,5,50.0,2,66.67,0,0.0,4,0,96.67,7,53.85,147,1,4,1,2,0,0,0,4,1,0,0,0,0,2,0,29,0,0,0.0,0,0.0,3,5,1,0,0,0,0,0.0,0,0,,0,0,0,Moussa Kyabou,Gençlerbirliği,1099267,7802
0,0,1,8,42.11,1,50.0,5,45.45,1,0,80.0,9,42.86,123,2,4,2,6,0,0,0,4,1,0,0,0,0,10,1,24,2,3,75.0,2,66.67,0,3,0,0,6,1,3,0.0,0,0,0.17,0,0,0,Doğukan Sinik,Antalyaspor,796114,3056
0,1,0,6,35.29,1,25.0,1,20.0,1,0,77.27,7,33.33,98,4,5,1,4,0,0,0,2,0,0,0,0,0,6,0,17,2,0,0.0,1,50.0,2,1,1,0,1,0,1,0.0,0,0,0.12,0,0,0,Mustafa Hekimoğlu,Beşiktaş JK,1524303,3050
0,4,0,36,37.89,4,19.05,6,37.5,17,2,84.42,40,34.48,1239,14,17,10,16,0,0,0,19,5,0,0,0,0,172,0,466,12,7,28.0,20,45.45,16,38,22,0,5,0,1,0.0,0,1,0.32,0,1,0,Ramazan Civelek,Kayserispor,781408,3072
0,1,0,3,37.5,6,31.58,0,0.0,2,0,89.44,9,33.33,298,1,3,0,8,0,0,0,9,2,0,0,0,0,9,0,144,1,0,0.0,9,69.23,5,16,2,0,0,0,0,0.0,0,0,,0,2,0,Josip Ćalušić,Konyaspor,172331,3085
0,1,0,6,26.09,6,40.0,0,0.0,4,0,83.02,12,31.58,186,2,9,4,7,0,0,0,0,0,0,0,0,0,12,1,44,3,0,0.0,0,0.0,0,1,2,4,6,3,0,0.0,0,0,1.46,0,0,0,Steve Mounié,Alanyaspor,345035,6362
0,0,0,4,28.57,2,33.33,2,40.0,2,0,74.42,6,30.0,178,0,1,6,11,0,0,0,3,1,0,0,0,0,14,0,32,1,0,0.0,3,42.86,3,1,0,1,1,1,0,0.0,0,4,0.79,0,0,0,Henry Onyekuru,Gençlerbirliği,809220,7802
1,1,0,2,12.5,6,24.0,1,25.0,0,0,70.0,8,19.51,88,1,5,5,9,0,0,0,1,0,0,0,0,0,8,0,14,0,0,0.0,1,100.0,0,1,2,1,5,3,1,20.0,0,0,0.53,0,0,0,Ibrahim Sabra,Göztepe,1522038,3054
0,0,0,2,40.0,0,0.0,1,33.33,0,0,66.67,2,40.0,23,1,1,0,3,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0.0,0,0,,0,0,0,Mirza Cihan,Gaziantep FK,909289,5138
0,1,0,5,62.5,5,27.78,0,0.0,2,0,81.97,10,38.46,181,3,1,0,3,0,0,0,5,0,0,0,0,0,1,0,50,0,0,0.0,6,50.0,0,11,2,0,0,0,0,0.0,0,0,,0,0,0,Fatih Kurucuk,Fatih Karagümrük,807093,4954
0,0,0,2,33.33,9,36.0,0,0.0,1,0,80.58,11,35.48,315,1,5,0,4,0,0,0,5,0,0,0,0,0,6,0,112,0,0,0.0,9,30.0,6,17,0,0,1,1,0,0.0,0,1,0.06,0,0,0,Aaron Appindangoyé,Kocaelispor,785850,3065
0,1,0,10,29.41,0,0.0,2,40.0,6,0,75.81,10,21.74,283,2,9,5,9,0,0,0,4,1,0,0,0,0,18,1,47,1,1,50.0,1,33.33,1,1,9,0,6,1,0,0.0,0,3,0.14,0,0,0,Tarik Bugra Kalpakli,Fatih Karagümrük,2018983,4954
0,0,0,4,57.14,0,0.0,0,0.0,2,0,89.29,4,57.14,79,2,0,1,3,0,0,0,3,1,0,0,0,0,5,0,25,0,2,66.67,0,0.0,1,1,2,0,1,0,1,0.0,0,0,0.01,0,0,0,Talha Ülvan,Eyüpspor,1084164,7040
0,0,0,14,29.17,2,40.0,2,11.76,9,0,68.35,16,30.19,266,3,12,5,7,0,0,0,7,0,0,0,0,0,22,0,54,1,0,0.0,3,27.27,4,2,4,0,10,3,2,0.0,1,0,0.25,0,0,0,Ahmet Sivri,Fatih Karagümrük,941378,4954
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Berk Can Yildizli,Kasımpaşa,2056436,6063
0,1,0,6,50.0,5,83.33,0,0.0,3,0,74.67,11,61.11,187,3,6,0,4,0,0,0,6,0,0,0,0,0,3,0,56,0,0,0.0,1,10.0,4,11,1,0,1,0,0,0.0,0,0,0.05,0,0,0,Nikoloz Ugrekhelidze,Fatih Karagümrük,1006105,4954
0,0,0,5,55.56,2,100.0,0,0.0,4,0,81.25,7,63.64,93,1,1,0,4,0,0,0,3,2,0,0,0,0,4,0,39,0,0,0.0,2,25.0,5,5,3,0,0,0,0,0.0,0,0,,1,0,0,Kayra Cihan,Kayserispor,1982283,3072
0,1,0,8,30.77,9,42.86,0,0.0,5,0,81.44,17,36.17,495,3,6,2,7,0,0,0,9,1,0,0,0,0,21,0,215,1,1,50.0,13,40.63,12,26,9,1,3,1,0,0.0,0,0,0.1,0,5,0,Muhammed Kadıoğlu,Fatih Karagümrük,2044133,4954
0,0,0,5,35.71,4,50.0,0,0.0,5,0,84.88,9,40.91,372,0,6,0,6,0,0,0,9,0,0,0,0,0,16,0,146,1,0,0.0,15,48.39,2,23,3,0,0,0,0,0.0,0,0,,0,0,0,Oleksandr Syrota,Kocaelispor,976367,3065
0,2,0,18,46.15,8,44.44,2,66.67,8,0,80.38,26,45.61,648,9,10,5,9,0,0,0,16,0,0,0,0,0,77,1,254,6,2,15.38,14,42.42,7,8,6,0,1,0,1,0.0,0,2,0.02,1,2,0,Ricardo Esgaio,Fatih Karagümrük,97000,4954
0,1,0,5,41.67,3,42.86,0,0.0,2,0,75.86,8,42.11,305,3,4,0,4,0,0,0,7,2,0,0,0,0,6,1,66,1,0,0.0,6,37.5,0,8,2,1,1,0,0,0.0,0,0,0.43,0,0,0,Gideon Jung,Kayserispor,288439,3072
0,0,0,2,50.0,0,0.0,1,100.0,0,0,63.64,2,40.0,28,1,0,2,1,0,0,0,1,0,0,0,0,0,2,0,7,0,0,0.0,0,0.0,0,0,0,0,3,1,1,0.0,0,0,0.35,0,0,0,Yusuf Demir,Galatasaray,962283,3061
0,0,0,0,0.0,0,0.0,0,0.0,0,0,60.0,0,0.0,45,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,50.0,0,0.0,0,1,0,0,1,0,1,0.0,0,0,0.09,0,0,0,Firatcan Üzüm,Gençlerbirliği,904112,7802
0,0,1,3,25.0,0,0.0,0,0.0,3,0,68.57,3,18.75,229,0,3,3,7,0,0,0,2,0,0,0,0,0,5,0,24,2,1,100.0,1,25.0,3,1,2,0,3,0,1,0.0,1,1,0.12,0,0,0,Samet Yalçın,Kocaelispor,789102,3065
0,1,0,6,40.0,1,33.33,2,66.67,0,0,79.41,7,38.89,158,4,2,5,2,0,0,0,4,0,0,0,0,0,6,0,27,0,0,0.0,2,33.33,1,2,1,0,3,0,1,0.0,0,0,0.21,0,0,0,Adama Malouda Traoré,Gençlerbirliği,1172372,7802
0,0,0,1,16.67,0,0.0,0,0.0,1,0,80.0,1,16.67,72,0,1,2,2,0,0,0,3,0,0,0,0,0,8,0,28,1,0,0.0,0,0.0,0,0,1,0,1,0,0,0.0,0,0,0.02,1,0,0,Ömer Faruk Gümüş,Fatih Karagümrük,1134270,4954
0,0,0,3,50.0,4,50.0,0,0.0,3,0,84.43,7,50.0,228,0,2,0,5,0,0,0,8,1,0,0,0,0,9,0,103,0,0,0.0,5,29.41,2,7,1,1,2,1,1,0.0,0,0,0.42,0,0,0,Arif Kocaman,Kayserispor,1173638,3072
0,0,0,0,0.0,0,0.0,0,0.0,0,0,85.71,0,0.0,35,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,,0,0,0,Salem M'Bakata,Gaziantep FK,940367,5138
0,0,0,1,100.0,0,0.0,0,0.0,1,0,0.0,1,100.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,,0,0,0,Alexander Djiku,Fenerbahçe,289977,3052
0,0,0,1,50.0,0,0.0,0,0.0,0,0,50.0,1,33.33,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Boran Başkan,Trabzonspor,1974312,3051
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Haydar Karataş,Fenerbahçe,1823934,3052
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Samu Sáiz,Eyüpspor,99527,7040
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Uğur Kaan Yıldız,Göztepe,995383,3054
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,,0,0,0,Kerem Kayaarasi,Antalyaspor,1839258,3056
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Batuhan Yavuz,Alanyaspor,1195735,6362
0,0,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ufuk Akyol,Konyaspor,859546,3085
0,0,0,1,33.33,1,100.0,0,0.0,1,0,0.0,2,50.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Mete Kaan Demir,Eyüpspor,845929,7040
0,0,0,0,0.0,0,0.0,0,0.0,0,0,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Ali Demirbilek,Antalyaspor,2128089,3056
0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Tibet Durakcay,Göztepe,2023967,3054
0,1,0,0,0.0,0,0.0,0,0.0,0,0,100.0,0,0.0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Tahsin Bülbül ,Samsunspor,2237105,3053
0,0,0,1,100.0,0,0.0,1,100.0,0,0,100.0,1,100.0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Mücahit Ibrahimoglu,Konyaspor,1149209,3085
0,0,0,1,100.0,0,0.0,0,0.0,1,0,100.0,1,100.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,0.09,0,0,0,Gökdeniz Gürpüz,Galatasaray,1417051,3061
